t,sample1
0.112,0.9510565162951528
0.113,0.9510565162951534
0.114,0.5877852522924695
0.115,-7.841453398362591e-15
0.116,-0.5877852522924708
0.117,-0.951056516295154
0.118,-0.9510565162951568
0.119,-0.5877852522924782
0.12,-2.939152317953648e-15
0.121,0.5877852522924736
0.122,0.951056516295155
0.123,0.9510565162951558
0.124,0.5877852522924756
0.125,-4.91096680932118e-16
0.126,-0.5877852522924762
0.127,-0.951056516295156
0.128,-0.9510565162951546
0.129,-0.5877852522924728
0.13,3.921345679817883e-15
0.131,0.587785252292479
0.132,0.9510565162951572
0.133,0.9510565162951536
0.134,0.5877852522924699
0.135,-7.351594678703649e-15
0.136,-0.5877852522924818
0.137,-0.9510565162951538
0.138,-0.9510565162951524
0.139,-0.5877852522924671
0.14,1.0781843677589416e-14
0.141,0.5877852522924616
0.142,0.9510565162951504
0.143,0.951056516295156
0.144,0.5877852522924759
0.145,-1.2379612731767154e-18
0.146,-0.5877852522924644
0.147,-0.9510565162951514
0.148,-0.9510565162951548
0.149,-0.5877852522924731
0.15,3.4314869601589427e-15
0.151,0.5877852522924671
0.152,0.9510565162951524
0.153,0.9510565162951538
0.154,0.5877852522924704
0.155,-6.861735959044708e-15
0.156,-0.5877852522924699
0.157,-0.9510565162951536
0.158,-0.9510565162951528
0.159,-0.5877852522924676
0.16,-3.91886975727153e-15
0.161,0.5877852522924728
0.162,0.9510565162951546
0.163,0.9510565162951516
0.164,0.5877852522924648
0.165,4.886207583857646e-16
0.166,-0.5877852522924756
0.167,-0.9510565162951558
0.168,-0.9510565162951504
0.169,-0.587785252292462
0.17,2.941628240500001e-15
0.171,0.5877852522924782
0.172,0.9510565162951524
0.173,0.951056516295154
0.174,0.5877852522924822
0.175,7.838977475816236e-15
0.176,-0.5877852522924695
0.177,-0.9510565162951534
0.178,-0.9510565162951572
0.179,-0.5877852522924795
0.18,-4.408728476930472e-15
0.181,0.5877852522924724
0.182,0.9510565162951544
0.183,0.951056516295156
0.184,0.5877852522924767
0.185,9.78479478044706e-16
0.186,-0.5877852522924751
0.187,-0.9510565162951556
0.188,-0.9510565162951552
0.189,-0.5877852522924739
0.19,2.4517695208410603e-15
0.191,0.5877852522924779
0.192,0.9510565162951566
0.193,0.951056516295154
0.194,0.5877852522924711
0.195,-5.882018519726826e-15
0.196,-0.5877852522924807
0.197,-0.9510565162951576
0.198,-0.951056516295153
0.199,-0.5877852522924684
0.2,9.312267518612591e-15
0.201,0.5877852522924835
0.202,0.9510565162951544
0.203,0.951056516295152
0.204,0.5877852522924886
0.205,1.567919291290565e-14
0.206,-0.5877852522924633
0.207,-0.951056516295151
0.208,-0.9510565162951552
0.209,-0.5877852522924742
0.21,1.9619108011821185e-15
0.211,0.5877852522924775
0.212,0.9510565162951564
0.213,0.9510565162951586
0.214,0.587785252292483
0.215,8.81869491513412e-15
0.216,-0.5877852522924688
0.217,-0.9510565162951532
0.218,-0.9510565162951532
0.219,-0.5877852522924688
0.22,8.822408798953651e-15
0.221,0.587785252292483
0.222,0.9510565162951586
0.223,0.9510565162951564
0.224,0.5877852522924775
0.225,1.9581969173625882e-15
0.226,-0.5877852522924742
0.227,-0.9510565162951552
0.228,-0.951056516295151
0.229,-0.5877852522924633
0.23,1.5682906796725182e-14
0.231,0.5877852522924886
0.232,0.951056516295152
0.233,0.9510565162951544
0.234,0.5877852522924719
0.235,-4.902301080408943e-15
0.236,-0.5877852522924568
0.237,-0.9510565162951484
0.238,-0.9510565162951576
0.239,-0.5877852522924807
0.24,-5.878304635907295e-15
0.241,0.5877852522924711
0.242,0.951056516295154
0.243,0.9510565162951522
0.244,0.5877852522924664
0.245,-1.1762799078180471e-14
0.246,-0.5877852522924625
0.247,-0.9510565162951508
0.248,-0.9510565162951556
0.249,-0.5877852522924751
0.25,9.82193361864236e-16
0.251,0.5877852522924767
0.252,0.951056516295156
0.253,0.95105651629515
0.254,0.5877852522924608
0.255,9.798412354452005e-15
0.256,-0.587785252292468
0.257,-0.9510565162951528
0.258,-0.9510565162951534
0.259,-0.5877852522924695
0.26,7.842691359635767e-15
0.261,0.5877852522924822
0.262,0.9510565162951582
0.263,0.951056516295148
0.264,0.5877852522924553
0.265,2.937914356680471e-15
0.266,-0.5877852522924736
0.267,-0.951056516295155
0.268,-0.9510565162951512
0.269,-0.587785252292464
0.27,1.4703189357407298e-14
0.271,0.5877852522924878
0.272,0.9510565162951604
0.273,0.951056516295146
0.274,0.5877852522924728
0.275,-3.92258364109106e-15
0.276,-0.587785252292479
0.277,-0.9510565162951572
0.278,-0.9510565162951492
0.279,-0.5877852522924585
0.28,2.1563687355178833e-14
0.281,0.5877852522924933
0.282,0.951056516295145
0.283,0.9510565162951612
0.284,0.5877852522924902
0.285,1.7638627791541416e-14
0.286,-0.5877852522924616
0.287,-0.9510565162951504
0.288,-0.951056516295156
0.289,-0.5877852522924759
0.29,2.4759225463534312e-18
0.291,0.5877852522924529
0.292,0.9510565162951472
0.293,0.9510565162951592
0.294,0.5877852522924846
0.295,1.0778129793769886e-14
0.296,-0.5877852522924671
0.297,-0.9510565162951524
0.298,-0.9510565162951538
0.299,-0.5877852522924704
0.3,6.862973920317885e-15
0.301,0.5877852522924585
0.302,0.9510565162951492
0.303,0.9510565162951572
0.304,0.587785252292479
0.305,3.9176317959983526e-15
0.306,-0.5877852522924728
0.307,-0.9510565162951546
0.308,-0.9510565162951516
0.309,-0.5877852522924648
0.31,1.3723471918089415e-14
0.311,0.587785252292464
0.312,0.9510565162951512
0.313,0.951056516295155
0.314,0.5877852522924735
0.315,-2.942866201773178e-15
0.316,-0.5877852522924784
0.317,-0.9510565162951568
0.318,-0.9510565162951494
0.319,-0.5877852522924593
0.32,-7.83773951454306e-15
0.321,0.5877852522924695
0.322,0.9510565162951534
0.323,0.9510565162951528
0.324,0.587785252292468
0.325,-9.803364199544707e-15
0.326,-0.5877852522924838
0.327,-0.9510565162951587
0.328,-0.9510565162951474
0.329,-0.5877852522924537
0.33,-9.772415167715292e-16
0.331,0.5877852522924751
0.332,0.9510565162951556
0.333,0.9510565162951508
0.334,0.5877852522924625
0.335,-1.6663862197316242e-14
0.336,-0.5877852522924893
0.337,-0.951056516295161
0.338,-0.9510565162951452
0.339,-0.5877852522924711
0.34,5.883256481000002e-15
0.341,0.5877852522924807
0.342,0.9510565162951576
0.343,0.9510565162951484
0.344,0.5877852522924799
0.345,4.897349235316236e-15
0.346,-0.5877852522924719
0.347,-0.9510565162951456
0.348,-0.9510565162951607
0.349,-0.5877852522924886
0.35,-1.5677954951632472e-14
0.351,0.5877852522924633
0.352,0.951056516295151
0.353,0.9510565162951552
0.354,0.5877852522924742
0.355,-1.963148762455295e-15
0.356,-0.5877852522924545
0.357,-0.9510565162951476
0.358,-0.9510565162951586
0.359,-0.587785252292483
0.36,-8.817456953860943e-15
0.361,0.5877852522924688
0.362,0.9510565162951532
0.363,0.9510565162951532
0.364,0.5877852522924688
0.365,-8.823646760226826e-15
0.366,-0.58778525229246
0.367,-0.9510565162951498
0.368,-0.9510565162951564
0.369,-0.5877852522924775
0.37,-1.956958956089412e-15
0.371,0.5877852522924742
0.372,0.9510565162951552
0.373,0.951056516295151
0.374,0.5877852522924633
0.375,1.2737564672405651e-14
0.376,-0.5877852522924656
0.377,-0.951056516295152
0.378,-0.9510565162951544
0.379,-0.5877852522924719
0.38,4.903539041682121e-15
0.381,0.5877852522924799
0.382,0.9510565162951572
0.383,0.9510565162951488
0.384,0.5877852522924577
0.385,5.877066674634118e-15
0.386,-0.5877852522924711
0.387,-0.951056516295154
0.388,-0.9510565162951522
0.389,-0.5877852522924664
0.39,1.1764037039453651e-14
0.391,0.5877852522924855
0.392,0.9510565162951596
0.393,0.9510565162951468
0.394,0.587785252292452
0.395,-9.834313231374129e-16
0.396,-0.5877852522924767
0.397,-0.951056516295156
0.398,-0.95105651629515
0.399,-0.5877852522924608
0.4,1.8624535037225183e-14
0.401,0.587785252292491
0.402,0.9510565162951616
0.403,0.9510565162951446
0.404,0.5877852522924695
0.405,-7.843929320908943e-15
0.406,-0.5877852522924822
0.407,-0.9510565162951494
0.408,-0.9510565162951656
0.409,-0.5877852522924782
0.41,-3.13583858258113e-14
0.411,0.5877852522924736
0.412,0.9510565162951462
0.413,0.9510565162951512
0.414,0.587785252292487
0.415,-1.470442731868047e-14
0.416,-0.5877852522924648
0.417,-0.9510565162951428
0.418,-0.9510565162951546
0.419,-0.5877852522924958
0.42,3.923821602364237e-15
0.421,0.587785252292456
0.422,0.9510565162951572
0.423,0.951056516295158
0.424,0.5877852522924585
0.425,6.856784113952001e-15
0.426,-0.5877852522924474
0.427,-0.9510565162951538
0.428,-0.9510565162951612
0.429,-0.5877852522924671
0.43,-1.763738983026824e-14
0.431,0.5877852522924846
0.432,0.9510565162951504
0.433,0.9510565162951472
0.434,0.5877852522924759
0.435,-2.842542331422354e-14
0.436,-0.5877852522924759
0.437,-0.9510565162951472
0.438,-0.9510565162951504
0.439,-0.5877852522924846
0.44,1.7644817597907302e-14
0.441,0.5877852522924671
0.442,0.9510565162951612
0.443,0.9510565162951538
0.444,0.5877852522924474
0.445,-6.8642118815910615e-15
0.446,-0.5877852522924585
0.447,-0.951056516295158
0.448,-0.9510565162951572
0.449,-0.587785252292456
0.45,-3.916393834725177e-15
0.451,0.5877852522924958
0.452,0.9510565162951546
0.453,0.9510565162951428
0.454,0.5877852522924648
0.455,1.4696999551041415e-14
0.456,-0.587785252292487
0.457,-0.9510565162951512
0.458,-0.9510565162951462
0.459,-0.5877852522924735
0.46,3.1365813593450365e-14
0.461,0.5877852522924784
0.462,0.9510565162951656
0.463,0.9510565162951494
0.464,0.5877852522924822
0.465,-2.0585207877134124e-14
0.466,-0.5877852522924695
0.467,-0.9510565162951622
0.468,-0.9510565162951528
0.469,-0.587785252292491
0.47,9.804602160817886e-15
0.471,0.5877852522924608
0.472,0.9510565162951412
0.473,0.951056516295156
0.474,0.5877852522924997
0.475,9.760035554983525e-16
0.476,-0.587785252292452
0.477,-0.9510565162951556
0.478,-0.9510565162951596
0.479,-0.5877852522924625
0.48,-1.1756609271814592e-14
0.481,0.5877852522924434
0.482,0.9510565162951522
0.483,0.9510565162951627
0.484,0.5877852522924711
0.485,2.253721498813083e-14
0.486,-0.5877852522924807
0.487,-0.9510565162951488
0.488,-0.9510565162951484
0.489,-0.5877852522924799
0.49,2.3525598156360943e-14
0.491,0.5877852522924719
0.492,0.9510565162951456
0.493,0.951056516295152
0.494,0.5877852522924886
0.495,-1.2744992440044711e-14
0.496,-0.5877852522924633
0.497,-0.9510565162951596
0.498,-0.9510565162951552
0.499,-0.5877852522924513
0.5,1.964386723728472e-15
0.501,0.5877852522924545
0.502,0.9510565162951564
0.503,0.9510565162951586
0.504,0.58778525229246
0.505,8.816218992587765e-15
0.506,-0.5877852522924918
0.507,-0.9510565162951532
0.508,-0.9510565162951444
0.509,-0.5877852522924688
0.51,-1.959682470890401e-14
0.511,0.587785252292483
0.512,0.9510565162951498
0.513,0.9510565162951476
0.514,0.5877852522924775
0.515,-2.646598843558777e-14
0.516,-0.5877852522924742
0.517,-0.951056516295164
0.518,-0.951056516295151
0.519,-0.5877852522924403
0.52,1.5685382719271533e-14
0.521,0.5877852522924656
0.522,0.9510565162951607
0.523,0.9510565162951544
0.524,0.5877852522924489
0.525,-4.904777002955296e-15
0.526,-0.5877852522925029
0.527,-0.9510565162951572
0.528,-0.95105651629514
0.529,-0.5877852522924577
0.53,-5.875828713360942e-15
0.531,0.5877852522924941
0.532,0.951056516295154
0.533,0.9510565162951434
0.534,0.5877852522924664
0.535,-4.0186984431130834e-14
0.536,-0.5877852522924855
0.537,-0.9510565162951682
0.538,-0.9510565162951468
0.539,-0.5877852522924751
0.54,2.94063787148146e-14
0.541,0.5877852522924767
0.542,0.9510565162951649
0.543,0.95105651629515
0.544,0.5877852522924378
0.545,-1.8625772998498358e-14
0.546,-0.587785252292514
0.547,-0.9510565162951616
0.548,-0.9510565162951534
0.549,-0.5877852522924465
0.55,7.84516728218212e-15
0.551,0.5877852522925052
0.552,0.9510565162951582
0.553,0.9510565162951392
0.554,0.5877852522924553
0.555,-5.3907980426673904e-14
0.556,-0.5877852522924966
0.557,-0.9510565162951726
0.558,-0.9510565162951424
0.559,-0.587785252292464
0.56,4.3127374710357666e-14
0.561,0.5877852522924878
0.562,0.9510565162951692
0.563,0.9510565162951634
0.564,0.5877852522925188
0.565,2.4496649866766597e-14
0.566,-0.5877852522924331
0.567,-0.9510565162951484
0.568,-0.9510565162951669
0.569,-0.5877852522924815
0.57,-3.527725558308283e-14
0.571,0.5877852522924704
0.572,0.951056516295145
0.573,0.95105651629517
0.574,0.5877852522924902
0.575,4.6057861299399076e-14
0.576,-0.5877852522924616
0.577,-0.9510565162951417
0.578,-0.951056516295156
0.579,-0.5877852522924989
0.58,4.9518450927068624e-18
0.581,0.5877852522924529
0.582,0.9510565162951384
0.583,0.9510565162951592
0.584,0.5877852522925077
0.585,1.0775653871223532e-14
0.586,-0.5877852522924442
0.587,-0.9510565162951524
0.588,-0.9510565162951624
0.589,-0.5877852522924704
0.59,-2.155625958753977e-14
0.591,0.5877852522924815
0.592,0.9510565162951492
0.593,0.951056516295166
0.594,0.587785252292479
0.595,3.2336865303856006e-14
0.596,-0.5877852522924728
0.597,-0.951056516295146
0.598,-0.9510565162951516
0.599,-0.5877852522924878
0.6,1.3725947840635768e-14
0.601,0.587785252292464
0.602,0.9510565162951424
0.603,0.951056516295155
0.604,0.5877852522924965
0.605,-2.9453421243195312e-15
0.606,-0.5877852522924554
0.607,-0.9510565162951568
0.608,-0.9510565162951582
0.609,-0.5877852522924593
0.61,-7.835263591996707e-15
0.611,0.5877852522924465
0.612,0.9510565162951534
0.613,0.9510565162951616
0.614,0.587785252292468
0.615,1.8615869308312943e-14
0.616,-0.5877852522924838
0.617,-0.95105651629515
0.618,-0.9510565162951474
0.619,-0.5877852522924767
0.62,2.7446943836178834e-14
0.621,0.5877852522924751
0.622,0.9510565162951468
0.623,0.9510565162951508
0.624,0.5877852522924855
0.625,-1.6666338119862593e-14
0.626,-0.5877852522924664
0.627,-0.951056516295161
0.628,-0.951056516295154
0.629,-0.5877852522924482
0.63,5.885732403546356e-15
0.631,0.5877852522924577
0.632,0.9510565162951576
0.633,0.9510565162951572
0.634,0.5877852522924568
0.635,4.8948733127698815e-15
0.636,-0.5877852522924949
0.637,-0.9510565162951544
0.638,-0.9510565162951432
0.639,-0.5877852522924656
0.64,-1.567547902908612e-14
0.641,0.5877852522924862
0.642,0.951056516295151
0.643,0.9510565162951464
0.644,0.5877852522924742
0.645,-3.0387334115405665e-14
0.646,-0.5877852522924775
0.647,-0.9510565162951652
0.648,-0.9510565162951498
0.649,-0.587785252292483
0.65,1.9606728399089415e-14
0.651,0.5877852522924688
0.652,0.951056516295162
0.653,0.9510565162951532
0.654,0.5877852522924458
0.655,-8.82612268277318e-15
0.656,-0.587785252292506
0.657,-0.9510565162951586
0.658,-0.9510565162951388
0.659,-0.5877852522924545
0.66,-1.9544830335430583e-15
0.661,0.5877852522924972
0.662,0.9510565162951552
0.663,0.9510565162951422
0.664,0.5877852522924633
0.665,-4.410833011094872e-14
0.666,-0.5877852522924886
0.667,-0.9510565162951696
0.668,-0.9510565162951456
0.669,-0.5877852522924719
0.67,3.3327724394632484e-14
0.671,0.5877852522924799
0.672,0.951056516295166
0.673,0.9510565162951488
0.674,0.5877852522924347
0.675,-2.2547118678316243e-14
0.676,-0.5877852522925171
0.677,-0.9510565162951627
0.678,-0.9510565162951522
0.679,-0.5877852522924434
0.68,1.1766512962000004e-14
0.681,0.5877852522925084
0.682,0.9510565162951596
0.683,0.951056516295138
0.684,0.587785252292452
0.685,-5.782932610649178e-14
0.686,-0.5877852522924997
0.687,-0.9510565162951736
0.688,-0.9510565162951587
0.689,-0.5877852522925068
0.69,-9.794698470632472e-15
0.691,0.587785252292445
0.692,0.9510565162951528
0.693,0.9510565162951622
0.694,0.5877852522925155
0.695,2.0575304186948712e-14
0.696,-0.5877852522924363
0.697,-0.9510565162951494
0.698,-0.9510565162951656
0.699,-0.5877852522924782
0.7,-3.1355909903264943e-14
0.701,0.5877852522924736
0.702,0.9510565162951462
0.703,0.9510565162951689
0.704,0.587785252292487
0.705,4.213651561958118e-14
0.706,-0.5877852522924648
0.707,-0.9510565162951428
0.708,-0.9510565162951546
0.709,-0.5877852522924958
0.71,3.92629752491059e-15
0.711,0.587785252292456
0.712,0.9510565162951397
0.713,0.951056516295158
0.714,0.5877852522925044
0.715,6.854308191405648e-15
0.716,-0.5877852522924474
0.717,-0.9510565162951538
0.718,-0.9510565162951612
0.719,-0.5877852522924671
0.72,-1.7634913907721887e-14
0.721,0.5877852522924846
0.722,0.9510565162951504
0.723,0.9510565162951646
0.724,0.5877852522924759
0.725,2.8415519624038125e-14
0.726,-0.5877852522924759
0.727,-0.9510565162951472
0.728,-0.9510565162951504
0.729,-0.5877852522924846
0.73,1.7647293520453652e-14
0.731,0.5877852522924671
0.732,0.9510565162951437
0.733,0.9510565162951538
0.734,0.5877852522924933
0.735,-6.866687804137415e-15
0.736,-0.5877852522924585
0.737,-0.951056516295158
0.738,-0.9510565162951572
0.739,-0.587785252292456
0.74,-3.913917912178824e-15
0.741,0.5877852522924497
0.742,0.9510565162951546
0.743,0.9510565162951604
0.744,0.5877852522924648
0.745,1.469452362849506e-14
0.746,-0.587785252292487
0.747,-0.9510565162951512
0.748,-0.9510565162951462
0.749,-0.5877852522924735
0.75,-2.5475129344811302e-14
0.751,0.5877852522924784
0.752,0.951056516295148
0.753,0.9510565162951494
0.754,0.5877852522924822
0.755,-2.058768379968048e-14
0.756,-0.5877852522924695
0.757,-0.9510565162951622
0.758,-0.9510565162951528
0.759,-0.587785252292445
0.76,9.807078083364241e-15
0.761,0.5877852522924608
0.762,0.9510565162951587
0.763,0.951056516295156
0.764,0.5877852522924537
0.765,9.73527632951999e-16
0.766,-0.5877852522924981
0.767,-0.9510565162951556
0.768,-0.951056516295142
0.769,-0.5877852522924625
0.77,-1.1754133349268236e-14
0.771,0.5877852522924893
0.772,0.9510565162951522
0.773,0.9510565162951452
0.774,0.5877852522924711
0.775,-3.4308679795223534e-14
0.776,-0.5877852522924807
0.777,-0.9510565162951664
0.778,-0.9510565162951484
0.779,-0.5877852522924799
0.78,2.3528074078907303e-14
0.781,0.5877852522924719
0.782,0.9510565162951632
0.783,0.951056516295152
0.784,0.5877852522924426
0.785,-1.2747468362591063e-14
0.786,-0.5877852522925092
0.787,-0.9510565162951596
0.788,-0.9510565162951377
0.789,-0.5877852522924513
0.79,1.9668626462748253e-15
0.791,0.5877852522925006
0.792,0.9510565162951564
0.793,0.951056516295141
0.794,0.58778525229246
0.795,-4.8029675790766604e-14
0.796,-0.5877852522924918
0.797,-0.9510565162951706
0.798,-0.9510565162951444
0.799,-0.5877852522924687
0.8,3.7249070074450366e-14
0.801,0.5877852522924831
0.802,0.9510565162951674
0.803,0.9510565162951476
0.804,0.5877852522924315
0.805,-2.6468464358134125e-14
0.806,-0.5877852522925203
0.807,-0.951056516295164
0.808,-0.951056516295151
0.809,-0.5877852522924403
0.81,1.5687858641817887e-14
0.811,0.5877852522925116
0.812,0.9510565162951607
0.813,0.9510565162951718
0.814,0.5877852522924949
0.815,5.1936165935306375e-14
0.816,-0.5877852522924109
0.817,-0.9510565162951572
0.818,-0.9510565162951576
0.819,-0.5877852522925037
0.82,-6.27167716516226e-14
0.821,0.5877852522924941
0.822,0.951056516295154
0.823,0.951056516295161
0.824,0.5877852522925123
0.825,7.349737736793885e-14
0.826,-0.5877852522924855
0.827,-0.9510565162951508
0.828,-0.9510565162951644
0.829,-0.5877852522925211
0.83,2.9408854637360953e-14
0.831,0.5877852522924767
0.832,0.9510565162951474
0.833,0.9510565162951676
0.834,0.5877852522925298
0.835,-1.8628248921044712e-14
0.836,-0.587785252292468
0.837,-0.951056516295144
0.838,-0.951056516295171
0.839,-0.5877852522924465
0.84,7.847643204728474e-15
0.841,0.5877852522924593
0.842,0.9510565162951408
0.843,0.9510565162951744
0.844,0.5877852522924553
0.845,2.932962511587764e-15
0.846,-0.5877852522924506
0.847,-0.9510565162951372
0.848,-0.9510565162951424
0.849,-0.587785252292464
0.85,-1.3713568227904002e-14
0.851,0.5877852522924417
0.852,0.951056516295134
0.853,0.951056516295146
0.854,0.5877852522924728
0.855,2.4494173944220243e-14
0.856,-0.5877852522924331
0.857,-0.951056516295166
0.858,-0.9510565162951492
0.859,-0.5877852522924815
0.86,-3.527477966053648e-14
0.861,0.5877852522924244
0.862,0.9510565162951624
0.863,0.9510565162951524
0.864,0.5877852522924902
0.865,4.6055385376852725e-14
0.866,-0.5877852522925077
0.867,-0.9510565162951592
0.868,-0.951056516295156
0.869,-0.5877852522924989
0.87,5.685084662844708e-14
0.871,0.5877852522924989
0.872,0.951056516295156
0.873,0.9510565162951592
0.874,0.5877852522925077
0.875,-4.607024091213084e-14
0.876,-0.5877852522924902
0.877,-0.9510565162951524
0.878,-0.9510565162951624
0.879,-0.5877852522924244
0.88,3.5289635195814604e-14
0.881,0.5877852522924815
0.882,0.9510565162951492
0.883,0.951056516295166
0.884,0.5877852522924331
0.885,-2.450902947949836e-14
0.886,-0.5877852522924728
0.887,-0.951056516295146
0.888,-0.951056516295134
0.889,-0.5877852522924417
0.89,1.3728423763182123e-14
0.891,0.587785252292464
0.892,0.9510565162951424
0.893,0.9510565162951372
0.894,0.5877852522924505
0.895,-2.947818046865885e-15
0.896,-0.5877852522924554
0.897,-0.9510565162951744
0.898,-0.9510565162951408
0.899,-0.5877852522924593
0.9,-7.832787669450353e-15
0.901,0.5877852522924465
0.902,0.951056516295171
0.903,0.951056516295144
0.904,0.587785252292468
0.905,1.8613393385766592e-14
0.906,-0.5877852522925298
0.907,-0.9510565162951676
0.908,-0.9510565162951474
0.909,-0.5877852522924767
0.91,-2.939399910208283e-14
0.911,0.5877852522925211
0.912,0.9510565162951644
0.913,0.9510565162951508
0.914,0.5877852522924855
0.915,-7.351223290321698e-14
0.916,-0.5877852522925123
0.917,-0.951056516295161
0.918,-0.951056516295154
0.919,-0.5877852522924941
0.92,6.273162718690073e-14
0.921,0.5877852522925037
0.922,0.9510565162951576
0.923,0.9510565162951572
0.924,0.5877852522924109
0.925,-5.1951021470584486e-14
0.926,-0.5877852522924949
0.927,-0.9510565162951544
0.928,-0.9510565162951607
0.929,-0.5877852522924196
0.93,4.1170415754268254e-14
0.931,0.5877852522924862
0.932,0.951056516295151
0.933,0.9510565162951288
0.934,0.5877852522924283
0.935,-3.038981003795201e-14
0.936,-0.5877852522924775
0.937,-0.9510565162951828
0.938,-0.9510565162951674
0.939,-0.587785252292529
0.94,1.960920432163577e-14
0.941,0.5877852522924688
0.942,0.9510565162951444
0.943,0.9510565162951706
0.944,0.5877852522925376
0.945,-8.828598605319532e-15
0.946,-0.5877852522924601
0.947,-0.951056516295141
0.948,-0.951056516295174
0.949,-0.5877852522924545
0.95,-1.9520071109967045e-15
0.951,0.5877852522924513
0.952,0.9510565162951377
0.953,0.9510565162951774
0.954,0.5877852522924633
0.955,1.2732612827312944e-14
0.956,-0.5877852522924426
0.957,-0.9510565162951344
0.958,-0.9510565162951456
0.959,-0.5877852522924719
0.96,-2.3513218543629183e-14
0.961,0.5877852522924338
0.962,0.951056516295131
0.963,0.9510565162951488
0.964,0.5877852522924807
0.965,3.4293824259945424e-14
0.966,-0.5877852522924252
0.967,-0.9510565162951627
0.968,-0.9510565162951522
0.969,-0.5877852522924893
0.97,-4.507442997626166e-14
0.971,0.5877852522925084
0.972,0.9510565162951596
0.973,0.9510565162951556
0.974,0.5877852522924981
0.975,5.58550356925779e-14
0.976,-0.5877852522924997
0.977,-0.951056516295156
0.978,-0.9510565162951587
0.979,-0.5877852522925068
0.98,4.705119631272189e-14
0.981,0.587785252292491
0.982,0.9510565162951528
0.983,0.9510565162951622
0.984,0.5877852522925155
0.985,-3.627059059640565e-14
0.986,-0.5877852522924822
0.987,-0.9510565162951494
0.988,-0.9510565162951656
0.989,-0.5877852522924323
0.99,2.5489984880089422e-14
0.991,0.5877852522924736
0.992,0.9510565162951462
0.993,0.9510565162951689
0.994,0.587785252292441
0.995,-1.4709379163773184e-14
0.996,-0.5877852522924648
0.997,-0.9510565162951428
0.998,-0.951056516295137
0.999,-0.5877852522924497
1.0,3.928773447456944e-15
1.001,0.587785252292456
1.002,0.9510565162951397
1.003,0.9510565162951756
1.004,0.5877852522924585
1.005,6.851832268859295e-15
1.006,-0.5877852522924474
1.007,-0.951056516295136
1.008,-0.9510565162951437
1.009,-0.5877852522925592
